method,lambda_value,similarity,learning_rate,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,ewc_loss_mean,ewc_loss_final,relative_time
l2,100.0,0.0,0.1,4,inf,0.0,1.725245624584204e-06,inf,inf,,,0.12663960456848145
ewc,0.0,0.0,0.1,0,0.19857589401203768,0.0,2.210364755228511e-06,0.1985781043767929,3.007401971899526e-07,0.0,0.0,0.2328345775604248
ewc,0.0,0.0,0.1,1,0.19465528578575686,0.0,1.4290112630988006e-06,0.19465671479701996,2.471509219503787e-07,0.0,0.0,0.25043463706970215
ewc,0.0,0.0,0.1,2,0.19614003378171674,0.0,1.656234076108376e-06,0.19614169001579285,3.7578405454041786e-07,0.0,0.0,0.21944236755371094
ewc,0.0,0.0,0.1,3,0.2033370081950352,0.0,1.152915842794755e-06,0.203338161110878,2.477427756275574e-07,0.0,0.0,0.2256462574005127
ewc,0.0,0.0,0.1,4,0.19450107545742412,0.0,1.725245624584204e-06,0.1945028007030487,2.7116021783513133e-07,0.0,0.0,0.2313690185546875
ewc,0.01,0.0,0.1,0,0.19857589401203768,0.0,2.210364755228511e-06,0.1985781043767929,3.0074181722739013e-07,7.154437287209583e-10,8.514400851034054e-10,0.3011443614959717
ewc,0.01,0.0,0.1,1,0.19465531558807925,0.0,1.4290112630988006e-06,0.19465674459934235,2.4715245672268793e-07,5.090273524354663e-10,6.103635374898886e-10,0.29473304748535156
ewc,0.01,0.0,0.1,2,0.19614000397939435,0.0,1.656234076108376e-06,0.19614166021347046,3.7578536193905165e-07,5.914600126412416e-10,7.117748612728292e-10,0.26992201805114746
ewc,0.01,0.0,0.1,3,0.2033370230961964,0.0,1.152915842794755e-06,0.20333817601203918,2.4774357143542147e-07,3.958864471822175e-10,4.750876914094704e-10,0.29437804222106934
ewc,0.01,0.0,0.1,4,0.19450107545742412,0.0,1.725245624584204e-06,0.1945028007030487,2.7116217893308203e-07,6.562542329292256e-10,7.847354432932718e-10,0.2608916759490967
ewc,0.1,0.0,0.1,0,0.1985758642097153,0.0,2.210364755228511e-06,0.19857807457447052,3.0075156587372476e-07,7.1544369656152685e-09,8.514399851833332e-09,0.29128408432006836
ewc,0.1,0.0,0.1,1,0.19465528578575686,0.0,1.4290112630988006e-06,0.19465671479701996,2.471594484632078e-07,5.090273372843588e-09,6.103634486720466e-09,0.2909739017486572
ewc,0.1,0.0,0.1,2,0.19614000397939435,0.0,1.656234076108376e-06,0.19614166021347046,3.757958779715409e-07,5.914599876308876e-09,7.117748168639082e-09,0.2907295227050781
ewc,0.1,0.0,0.1,3,0.203336993293874,0.0,1.152915842794755e-06,0.2033381462097168,2.477487157648284e-07,3.958864463823094e-09,4.7508765810277964e-09,0.30501842498779297
ewc,0.1,0.0,0.1,4,0.19450104565510173,0.0,1.725245624584204e-06,0.19450277090072632,2.711716149406129e-07,6.5625420750995386e-09,7.847353877821206e-09,0.2883763313293457
ewc,1.0,0.0,0.1,0,0.19857571519810335,0.0,2.210364755228511e-06,0.19857792556285858,3.0085439561844396e-07,7.154430657715927e-08,8.514390970049135e-08,0.2780115604400635
ewc,1.0,0.0,0.1,1,0.1946551665764673,0.0,1.4290112630988006e-06,0.1946565955877304,2.4723229330447793e-07,5.090269915047907e-08,6.103629601739158e-08,0.2969224452972412
ewc,1.0,0.0,0.1,2,0.1961398698689436,0.0,1.656234076108376e-06,0.19614152610301971,3.7590024248856935e-07,5.914595377944781e-08,7.117742484297196e-08,0.2718031406402588
ewc,1.0,0.0,0.1,3,0.20333688898574565,0.0,1.152915842794755e-06,0.20333804190158844,2.4780797502899077e-07,3.958862496312998e-08,4.750874182946063e-08,0.3210575580596924
ewc,1.0,0.0,0.1,4,0.1945008817423286,0.0,1.725245624584204e-06,0.19450260698795319,2.7126822033096687e-07,6.562536516906136e-08,7.847346950029532e-08,0.29048609733581543
ewc,10.0,0.0,0.1,0,0.19857407607037203,0.0,2.210364755228511e-06,0.19857628643512726,3.018691643319471e-07,7.154368933896537e-07,8.51430741022341e-07,0.27263855934143066
ewc,10.0,0.0,0.1,1,0.1946539595824106,0.0,1.4290112630988006e-06,0.1946553885936737,2.4795352260298387e-07,5.090236103438838e-07,6.103583700678428e-07,0.31650471687316895
ewc,10.0,0.0,0.1,2,0.1961384542586302,0.0,1.656234076108376e-06,0.1961401104927063,3.769568763800635e-07,5.914550914089545e-07,7.117680524970638e-07,0.30307674407958984
ewc,10.0,0.0,0.1,3,0.20333593531142924,0.0,1.152915842794755e-06,0.20333708822727203,2.4839229695317044e-07,3.958843536243373e-07,4.75084789286484e-07,0.30565857887268066
ewc,10.0,0.0,0.1,4,0.19449939162620922,0.0,1.725245624584204e-06,0.1945011168718338,2.7223785536989453e-07,6.562482302459038e-07,7.847271490390995e-07,0.2513110637664795
ewc,100.0,0.0,0.1,0,0.19855764008957522,0.0,2.210364755228511e-06,0.19855985045433044,3.124412728539028e-07,7.153751911138429e-06,8.513474313076586e-06,0.2497727870941162
ewc,100.0,0.0,0.1,1,0.1946418747406824,0.0,1.4290112630988006e-06,0.1946433037519455,2.5540217052366643e-07,5.089897890117711e-06,6.103121449996252e-06,0.3105485439300537
ewc,100.0,0.0,0.1,2,0.19612422364969007,0.0,1.656234076108376e-06,0.19612587988376617,3.8782943079240795e-07,5.91410653665525e-06,7.117067525541643e-06,0.28292393684387207
ewc,100.0,0.0,0.1,3,0.20332616014968607,0.0,1.152915842794755e-06,0.20332731306552887,2.543689845424524e-07,3.958653892881525e-06,4.750588232127484e-06,0.3030827045440674
ewc,100.0,0.0,0.1,4,0.19448431165108104,0.0,1.725245624584204e-06,0.19448603689670563,2.8228745918568166e-07,6.561940074104822e-06,7.846530934330076e-06,0.24019598960876465
none,0.0,0.2,0.01,0,-0.04565785825252533,0.0,0.14282096922397614,0.0971631109714508,0.03817291185259819,0.0,0.0,0.2408766746520996
none,0.0,0.2,0.01,1,-0.05191411077976227,0.0,0.14401620626449585,0.09210209548473358,0.038357898592948914,0.0,0.0,0.21901440620422363
none,0.0,0.2,0.01,2,-0.05904803425073624,0.0,0.15054839849472046,0.09150036424398422,0.04098837822675705,0.0,0.0,0.24593663215637207
none,0.0,0.2,0.01,3,-0.04375625401735306,0.0,0.14365245401859283,0.09989620000123978,0.0363459475338459,0.0,0.0,0.22537922859191895
none,0.0,0.2,0.01,4,-0.0573589950799942,0.0,0.15742692351341248,0.10006792843341827,0.03761446475982666,0.0,0.0,0.30513739585876465
l2,0.0,0.2,0.01,0,-0.04565785825252533,0.0,0.14282096922397614,0.0971631109714508,0.03817291185259819,0.0,0.0,0.22118210792541504
l2,0.0,0.2,0.01,1,-0.05191411077976227,0.0,0.14401620626449585,0.09210209548473358,0.038357898592948914,0.0,0.0,0.21189665794372559
l2,0.0,0.2,0.01,2,-0.05904803425073624,0.0,0.15054839849472046,0.09150036424398422,0.04098837822675705,0.0,0.0,0.1911931037902832
l2,0.0,0.2,0.01,3,-0.04375625401735306,0.0,0.14365245401859283,0.09989620000123978,0.0363459475338459,0.0,0.0,0.21390414237976074
l2,0.0,0.2,0.01,4,-0.0573589950799942,0.0,0.15742692351341248,0.10006792843341827,0.03761446475982666,0.0,0.0,0.20022845268249512
l2,0.01,0.2,0.01,0,-0.046695172786712646,0.0,0.14282096922397614,0.09612579643726349,0.04071374982595444,0.002334419428271829,0.005350613500922918,0.2471930980682373
l2,0.01,0.2,0.01,1,-0.052825480699539185,0.0,0.14401620626449585,0.09119072556495667,0.04091785475611687,0.002317037539659253,0.0053297546692192554,0.2935812473297119
l2,0.01,0.2,0.01,2,-0.059905990958213806,0.0,0.15054839849472046,0.09064240753650665,0.04366990178823471,0.002424270635269252,0.005577055737376213,0.2809915542602539
l2,0.01,0.2,0.01,3,-0.04470737278461456,0.0,0.14365245401859283,0.09894508123397827,0.03867894783616066,0.0020866682493385154,0.0048105777241289616,0.28370118141174316
l2,0.01,0.2,0.01,4,-0.0581439733505249,0.0,0.15742692351341248,0.09928295016288757,0.04016401246190071,0.002346797283555915,0.005379518959671259,0.2826840877532959
l2,0.1,0.2,0.01,0,-0.05198099464178085,0.0,0.14282096922397614,0.09083997458219528,0.06387084722518921,0.01801215787605588,0.03777797147631645,0.2431647777557373
l2,0.1,0.2,0.01,1,-0.05712711066007614,0.0,0.14401620626449585,0.08688909560441971,0.0641808807849884,0.017862603728930254,0.037586990743875504,0.2460768222808838
l2,0.1,0.2,0.01,2,-0.06367816776037216,0.0,0.15054839849472046,0.0868702307343483,0.06802963465452194,0.018688923801412783,0.039329398423433304,0.23685216903686523
l2,0.1,0.2,0.01,3,-0.049492135643959045,0.0,0.14365245401859283,0.09416031837463379,0.05982247367501259,0.016078760915616726,0.03390035033226013,0.25032663345336914
l2,0.1,0.2,0.01,4,-0.061496295034885406,0.0,0.15742692351341248,0.09593062847852707,0.06341692060232162,0.01810619237752417,0.03798147663474083,0.2544071674346924
l2,1.0,0.2,0.01,0,-0.03161420673131943,0.0,0.14282096922397614,0.11120676249265671,0.1934414952993393,0.031439609223885785,0.0413249172270298,0.26465344429016113
l2,1.0,0.2,0.01,1,-0.03327427804470062,0.0,0.14401620626449585,0.11074192821979523,0.19323614239692688,0.031015584736452183,0.040804531425237656,0.26038646697998047
l2,1.0,0.2,0.01,2,-0.036244504153728485,0.0,0.15054839849472046,0.11430389434099197,0.20308007299900055,0.032446841560968095,0.042688336223363876,0.25441813468933105
l2,1.0,0.2,0.01,3,-0.02980194240808487,0.0,0.14365245401859283,0.11385051161050797,0.1763216257095337,0.02784332988838014,0.03664722666144371,0.21806812286376953
l2,1.0,0.2,0.01,4,-0.03469347953796387,0.0,0.15742692351341248,0.12273344397544861,0.19366922974586487,0.031575781585541335,0.04151175916194916,0.23920917510986328
l2,10.0,0.2,0.01,0,-0.004550710320472717,0.0,0.14282096922397614,0.13827025890350342,0.2737632393836975,0.00587331883731531,0.006047271192073822,0.26266026496887207
l2,10.0,0.2,0.01,1,-0.004739940166473389,0.0,0.14401620626449585,0.13927626609802246,0.27245867252349854,0.005767043923857272,0.005937919951975346,0.24346232414245605
l2,10.0,0.2,0.01,2,-0.005149707198143005,0.0,0.15054839849472046,0.14539869129657745,0.2859574854373932,0.006032024861473474,0.006210756488144398,0.2168569564819336
l2,10.0,0.2,0.01,3,-0.004272177815437317,0.0,0.14365245401859283,0.13938027620315552,0.24743613600730896,0.0051664670992395256,0.005319575313478708,0.21065330505371094
l2,10.0,0.2,0.01,4,-0.004920020699501038,0.0,0.15742692351341248,0.15250690281391144,0.2743314504623413,0.005890106165388716,0.0060645840130746365,0.21486639976501465
l2,100.0,0.2,0.01,0,-0.0004740506410598755,0.0,0.14282096922397614,0.14234691858291626,0.2847394347190857,0.0006298688846873119,0.0006311250617727637,0.2383737564086914
l2,100.0,0.2,0.01,1,-0.0004931241273880005,0.0,0.14401620626449585,0.14352308213710785,0.2832348644733429,0.0006180376332486048,0.0006192703149281442,0.22202348709106445
l2,100.0,0.2,0.01,2,-0.0005356371402740479,0.0,0.15054839849472046,0.1500127613544464,0.29722875356674194,0.0006464026304893195,0.0006476918933913112,0.21533536911010742
l2,100.0,0.2,0.01,3,-0.00044476985931396484,0.0,0.14365245401859283,0.14320768415927887,0.2570895850658417,0.0005535096942912788,0.0005546137108467519,0.21910738945007324
l2,100.0,0.2,0.01,4,-0.000511661171913147,0.0,0.15742692351341248,0.15691526234149933,0.28533849120140076,0.0006314887915505096,0.0006327482406049967,0.21208786964416504
ewc,0.0,0.2,0.01,0,-0.04565785825252533,0.0,0.14282096922397614,0.0971631109714508,0.03817291185259819,0.0,0.0,0.2406165599822998
ewc,0.0,0.2,0.01,1,-0.05191411077976227,0.0,0.14401620626449585,0.09210209548473358,0.038357898592948914,0.0,0.0,0.20279788970947266
ewc,0.0,0.2,0.01,2,-0.05904803425073624,0.0,0.15054839849472046,0.09150036424398422,0.04098837822675705,0.0,0.0,0.2508563995361328
ewc,0.0,0.2,0.01,3,-0.04375625401735306,0.0,0.14365245401859283,0.09989620000123978,0.0363459475338459,0.0,0.0,0.2267320156097412
ewc,0.0,0.2,0.01,4,-0.0573589950799942,0.0,0.15742692351341248,0.10006792843341827,0.03761446475982666,0.0,0.0,0.23815345764160156
ewc,0.01,0.2,0.01,0,-0.045663781464099884,0.0,0.14282096922397614,0.09715718775987625,0.03818756714463234,1.394681882608817e-05,3.229623689549044e-05,0.29422640800476074
ewc,0.01,0.2,0.01,1,-0.05191924422979355,0.0,0.14401620626449585,0.0920969620347023,0.03837323933839798,1.4314760186950493e-05,3.3297648769803345e-05,0.3117024898529053
ewc,0.01,0.2,0.01,2,-0.05905283987522125,0.0,0.15054839849472046,0.0914955586194992,0.0410042330622673,1.4879041207604248e-05,3.4567412512842566e-05,0.3153269290924072
ewc,0.01,0.2,0.01,3,-0.04376192390918732,0.0,0.14365245401859283,0.09989053010940552,0.036359742283821106,1.2809662902682595e-05,2.9817805625498295e-05,0.31183314323425293
ewc,0.01,0.2,0.01,4,-0.05736420303583145,0.0,0.15742692351341248,0.10006272047758102,0.03763173148036003,1.6457632240554854e-05,3.8115493225632235e-05,0.28504300117492676
ewc,0.1,0.2,0.01,0,-0.0457167848944664,0.0,0.14282096922397614,0.09710418432950974,0.03831947594881058,0.00013923308777015597,0.00032222969457507133,0.24757933616638184
ewc,0.1,0.2,0.01,1,-0.05196528881788254,0.0,0.14401620626449585,0.09205091744661331,0.03851132094860077,0.00014290433750885033,0.0003322147240396589,0.23464679718017578
ewc,0.1,0.2,0.01,2,-0.05909597873687744,0.0,0.15054839849472046,0.09145241975784302,0.04114701971411705,0.00014853442962956632,0.00034487430821172893,0.2232224941253662
ewc,0.1,0.2,0.01,3,-0.04381279647350311,0.0,0.14365245401859283,0.09983965754508972,0.036483943462371826,0.00012787758107354996,0.0002974925737362355,0.26264047622680664
ewc,0.1,0.2,0.01,4,-0.057410724461078644,0.0,0.15742692351341248,0.10001619905233383,0.037787243723869324,0.00016425705870015063,0.000380160374334082,0.249070405960083
ewc,1.0,0.2,0.01,0,-0.04622925817966461,0.0,0.14282096922397614,0.09659171104431152,0.03964228555560112,0.0013691226131103207,0.003150227013975382,0.2161729335784912
ewc,1.0,0.2,0.01,1,-0.052408091723918915,0.0,0.14401620626449585,0.09160811454057693,0.039895713329315186,0.0014050204155991394,0.0032471814192831516,0.22532296180725098
ewc,1.0,0.2,0.01,2,-0.05950950086116791,0.0,0.15054839849472046,0.09103889763355255,0.04257870838046074,0.0014600758053611854,0.0033700717613101006,0.2401571273803711
ewc,1.0,0.2,0.01,3,-0.04430398344993591,0.0,0.14365245401859283,0.09934847056865692,0.03772911801934242,0.0012571500510966587,0.002907487563788891,0.2770681381225586
ewc,1.0,0.2,0.01,4,-0.057853877544403076,0.0,0.15742692351341248,0.0995730459690094,0.039347462356090546,0.001611103993333181,0.0037039665039628744,0.24360156059265137
ewc,10.0,0.2,0.01,0,-0.049853742122650146,0.0,0.14282096922397614,0.09296722710132599,0.05305846408009529,0.011642125026871668,0.025346148759126663,0.20987939834594727
ewc,10.0,0.2,0.01,1,-0.05534692108631134,0.0,0.14401620626449585,0.08866928517818451,0.05390087887644768,0.011923302712034683,0.026046425104141235,0.23308372497558594
ewc,10.0,0.2,0.01,2,-0.062138549983501434,0.0,0.15054839849472046,0.08840984851121902,0.057076532393693924,0.012371644259025174,0.026987317949533463,0.2655751705169678
ewc,10.0,0.2,0.01,3,-0.04772850126028061,0.0,0.14365245401859283,0.09592395275831223,0.05032246187329292,0.010661388897537904,0.023310478776693344,0.2489309310913086
ewc,10.0,0.2,0.01,4,-0.060454197227954865,0.0,0.15742692351341248,0.09697272628545761,0.055179815739393234,0.013374558188993604,0.028857003897428513,0.2754824161529541
ewc,100.0,0.2,0.01,0,-0.04148896038532257,0.0,0.14282096922397614,0.10133200883865356,0.15246784687042236,0.03486737468900537,0.05332402512431145,0.21474957466125488
ewc,100.0,0.2,0.01,1,-0.04259612411260605,0.0,0.14401620626449585,0.1014200821518898,0.15595413744449615,0.034576286735687065,0.05225777253508568,0.25227952003479004
ewc,100.0,0.2,0.01,2,-0.047228939831256866,0.0,0.15054839849472046,0.10331945866346359,0.16276539862155914,0.036045796990241796,0.054789625108242035,0.284792423248291
ewc,100.0,0.2,0.01,3,-0.03865914046764374,0.0,0.14365245401859283,0.1049933135509491,0.1419435441493988,0.031048436111475893,0.04716681316494942,0.2588961124420166
ewc,100.0,0.2,0.01,4,-0.042650021612644196,0.0,0.15742692351341248,0.11477690190076828,0.1647072583436966,0.034655963249397244,0.050737541168928146,0.26264309883117676
none,0.0,0.2,0.05,0,0.1535615556058474,0.0,0.0005207724752835929,0.15408232808113098,6.759425741620362e-05,0.0,0.0,0.2199101448059082
none,0.0,0.2,0.05,1,0.15040979234618135,0.0,0.00044594259816221893,0.15085573494434357,6.267657590797171e-05,0.0,0.0,0.1968250274658203
none,0.0,0.2,0.05,2,0.15081250976072624,0.0,0.00048498500837013125,0.15129749476909637,7.928921695565805e-05,0.0,0.0,0.18311405181884766
none,0.0,0.2,0.05,3,0.1564607210457325,0.0,0.0003858022391796112,0.1568465232849121,6.944962660782039e-05,0.0,0.0,0.21290206909179688
none,0.0,0.2,0.05,4,0.14984759426442906,0.0,0.0005137648549862206,0.15036135911941528,6.571371341124177e-05,0.0,0.0,0.19776058197021484
l2,0.0,0.2,0.05,0,0.1535615556058474,0.0,0.0005207724752835929,0.15408232808113098,6.759425741620362e-05,0.0,0.0,0.21577143669128418
l2,0.0,0.2,0.05,1,0.15040979234618135,0.0,0.00044594259816221893,0.15085573494434357,6.267657590797171e-05,0.0,0.0,0.1999056339263916
l2,0.0,0.2,0.05,2,0.15081250976072624,0.0,0.00048498500837013125,0.15129749476909637,7.928921695565805e-05,0.0,0.0,0.1961195468902588
l2,0.0,0.2,0.05,3,0.1564607210457325,0.0,0.0003858022391796112,0.1568465232849121,6.944962660782039e-05,0.0,0.0,0.24239230155944824
l2,0.0,0.2,0.05,4,0.14984759426442906,0.0,0.0005137648549862206,0.15036135911941528,6.571371341124177e-05,0.0,0.0,0.23399090766906738
l2,0.01,0.2,0.05,0,0.1394369982299395,0.0,0.0005207724752835929,0.13995777070522308,0.0005941467825323343,0.005006635371238417,0.006952139548957348,0.2693142890930176
l2,0.01,0.2,0.05,1,0.13620748071116395,0.0,0.00044594259816221893,0.13665342330932617,0.000597868172917515,0.004958851409656973,0.006944192573428154,0.2719435691833496
l2,0.01,0.2,0.05,2,0.13636693666921929,0.0,0.00048498500837013125,0.13685192167758942,0.0006449627107940614,0.004916183266618759,0.006935877725481987,0.23984527587890625
l2,0.01,0.2,0.05,3,0.14161475375294685,0.0,0.0003858022391796112,0.14200055599212646,0.0006201392388902605,0.004920262307916346,0.006917365826666355,0.26468610763549805
l2,0.01,0.2,0.05,4,0.13591134286252782,0.0,0.0005137648549862206,0.13642510771751404,0.0005940209957771003,0.004967490006861339,0.006918007507920265,0.3117654323577881
l2,0.1,0.2,0.05,0,0.06936835573287681,0.0,0.0005207724752835929,0.0698891282081604,0.017467418685555458,0.027820353291377616,0.03449610620737076,0.2608485221862793
l2,0.1,0.2,0.05,1,0.0664434403006453,0.0,0.00044594259816221893,0.06688938289880753,0.017676154151558876,0.027197640116790354,0.033911388367414474,0.3757956027984619
l2,0.1,0.2,0.05,2,0.06589644710766152,0.0,0.00048498500837013125,0.06638143211603165,0.017893686890602112,0.02676017616027275,0.03347525745630264,0.3908958435058594
l2,0.1,0.2,0.05,3,0.06887446716427803,0.0,0.0003858022391796112,0.06926026940345764,0.017731577157974243,0.02688771787372207,0.03357797861099243,0.26749110221862793
l2,0.1,0.2,0.05,4,0.06711104995338246,0.0,0.0005137648549862206,0.06762481480836868,0.017459427937865257,0.027490337288019872,0.034146036952733994,0.3006632328033447
l2,1.0,0.2,0.05,0,0.004916375793982297,0.0,0.0005207724752835929,0.00543714826926589,0.1089630275964737,0.02283276563551044,0.02398376539349556,0.25092267990112305
l2,1.0,0.2,0.05,1,0.0044852572318632156,0.0,0.00044594259816221893,0.0049311998300254345,0.10701850801706314,0.021494357930714615,0.022588178515434265,0.27455925941467285
l2,1.0,0.2,0.05,2,0.004334652156103402,0.0,0.00048498500837013125,0.004819637164473534,0.105772964656353,0.020823282408804517,0.02188660018146038,0.32894253730773926
l2,1.0,0.2,0.05,3,0.004651858005672693,0.0,0.0003858022391796112,0.0050376602448523045,0.10604912042617798,0.02110593605702161,0.022181622684001923,0.2695465087890625
l2,1.0,0.2,0.05,4,0.004729380540084094,0.0,0.0005137648549862206,0.005243145395070314,0.1078394427895546,0.022328068578848614,0.02345634251832962,0.30257344245910645
l2,10.0,0.2,0.05,0,8.521316340193152e-05,0.0,0.0005207724752835929,0.0006059856386855245,0.1555594652891159,0.0035052774163195862,0.0035235430113971233,0.2749757766723633
l2,10.0,0.2,0.05,1,7.48155580367893e-05,0.0,0.00044594259816221893,0.0005207581561990082,0.15076051652431488,0.0032483810735866427,0.0032653308007866144,0.3461441993713379
